,Descripción,Unidad,Precio,$,Tipo
3054,PERFIL 4MM DE 3.05 X 1.10M GRIS ETERNIT,PZA,43.98,$,TECHO DE FIBROCEMENTO
3055,PERFIL 4MM DE 3.05 X 1.10M VERDE ETERNIT,PZA,33.81,$,TECHO DE FIBROCEMENTO
3056,TECHO GRAN ONDA FIBROCEMENTO GRIS 5MM 1.10X3.05 M ETERNIT,PZA,64.66,$,TECHO DE FIBROCEMENTO
3057,TEJA ANDINA FIBROCEMENTO 5MM 1.14 X 0.72 M ARCILLA ETERNIT,PZA,33.98,$,TECHO DE FIBROCEMENTO
3058,TEJA ANDINA CUMBRERA INFERIOR ETERNIT,PZA,15.93,$,TECHO DE FIBROCEMENTO
3059,TEJA ANDINA CUMBRERA SUPERIOR ETERNIT,PZA,15.93,$,TECHO DE FIBROCEMENTO
3060,TEJA DE ARCILLA COCIDA PIRAMIDE,PZA,1.86,$,TECHO DE FIBROCEMENTO
3065,"PLANCHA ALVEOLAR POLICARBONATO AMARILLO 6 MM  2.95 X 1.05 
M POLYARQ",PZA,162.63,$,PLANCHA DE POLICARBONATO
3066,"PLANCHA ALVEOLAR POLICARBONATO AZUL 6 MM 2.95 X1.05 M  
POLYARQ",PZA,92.12,$,PLANCHA DE POLICARBONATO
3067,"PLANCHA ALVEOLAR POLICARBONATO BRONCE 6 MM 2.95X1.05M  
POLYARQ",PZA,115.17,$,PLANCHA DE POLICARBONATO
3068,"PLANCHA ALVEOLAR POLICARBONATO CLEAR 6 MM 5.80X1.05M  
POLYARQ",PZA,176.19,$,PLANCHA DE POLICARBONATO
3069,"PLANCHA ALVEOLAR POLICARBONATO ICE 6 MM 2.95 X 1.05M  
POLYARQ",PZA,92.12,$,PLANCHA DE POLICARBONATO
3070,"PLANCHA ALVEOLAR POLICARBONATO TURQUESA 6 MM 2.95X1.05M  
POLYARQ",PZA,108.39,$,PLANCHA DE POLICARBONATO
3071,"LÁMINAS CORRUGADAS DE POLICARBONATO 0.81 X 3.05 X 0.6 MM 
PLAZIT POLYGAL",PZA,110.08,$,PLANCHA DE POLICARBONATO
3072,CONECTOR HCP TAPA CLEAR 2.95 M POLYARQ,PZA,50.0,$,PLANCHA DE POLICARBONATO
3073,CONECTOR HCP BASE CLEAR 2.95 M POLYARQ,PZA,50.0,$,PLANCHA DE POLICARBONATO
3074,CONECTOR UP4 6MM CLEAR 2.10 M POLYARQ,PZA,16.86,$,PLANCHA DE POLICARBONATO
3075,KIT INSTALACIÓN POLICARBINATO POLYARQ,JGO,41.44,$,PLANCHA DE POLICARBONATO
3076,"PLANCHA POLICARBONATO TRANSPARENTE 6 MM 2.90 X 1.05 M 
POLYARQ",PZA,93.14,$,PLANCHA DE POLICARBONATO
3092,BLOQUE PARA GRASS 30 X 30 X 8 CM MICHI P.E,PZA,5.17,$,ADOQUIN
3093,ADOQUIN ROJO 10X20X6.0CM UNICOM,M2,1.07,$,ADOQUIN
3094,ADOQUIN RECTO 10X20X4.0CM AMARILLO P.E,M2,1.27,$,ADOQUIN
3095,ADOQUIN RECTO 10X20X4.0CM NATURAL P.E,M2,0.74,$,ADOQUIN
3096,ADOQUIN RECTO 10X20X4.0CM NEGRO P.E,M2,0.86,$,ADOQUIN
3097,ADOQUIN RECTO 10X20X4.0CM ROJO P.E,M2,0.86,$,ADOQUIN
3099,BALDOSA DE VIDRIO 3CM X 19X19CM P.E,PZA,13.47,$,BLOCK DE VIDRIO
3100,BLOCK DE VIDRIO BURBUJA 8X19X19 CM GLASS BLOCK,PZA,10.93,$,BLOCK DE VIDRIO
3101,BLOCK DE VIDRIO CUADRICULADO 8X24X24 CM P.E,PZA,29.58,$,BLOCK DE VIDRIO
3102,BLOCK DE VIDRIO CUADROS 8X19X19 CM GLASS BLOCK,PZA,10.08,$,BLOCK DE VIDRIO
3103,BLOCK DE VIDRIO NEW OLAS 10X30X30 CM GLASS BLOCK,PZA,69.41,$,BLOCK DE VIDRIO
3104,BLOCK DE VIDRIO OLAS 8X19X19 CM AZUL GLASS BLOCK,PZA,10.08,$,BLOCK DE VIDRIO
3105,BLOCK DE VIDRIO OLAS 8X19X19 CM GLASS BLOCK,PZA,10.08,$,BLOCK DE VIDRIO
3106,BLOCK DE VIDRIO ROMBOS 8X19X19 CM GLASS BLOCK,PZA,10.08,$,BLOCK DE VIDRIO
3107,BLOCK VIDRIO OLAS AMARILLO 8X19X19CM HEBERI JIHENGYUAN,PZA,10.08,$,BLOCK DE VIDRIO
3108,BLOCK VIDRIO OLAS ROJO 8X19X19CM HEBERI JIHENGYUAN,PZA,10.08,$,BLOCK DE VIDRIO
3109,BLOK TERMINAL OLAS 8X19X19 CM GLASS BLOCK,PZA,12.63,$,BLOCK DE VIDRIO
3110,MEDIO BLOCK DE VIDRIO OLAS 8X19X9 CM GLASS BLOCK,PZA,20.25,$,BLOCK DE VIDRIO
3111,SEPARADOR BLOQUES VIDRIO X10 UNID. TOPEX,BLS,10.93,$,BLOCK DE VIDRIO
3112,BLOCK ESQUINERO CURVO OLAS 19X14 CM GLASS BLOCK,PZA,50.76,$,BLOCK DE VIDRIO
3113,BLOCK VIDRIO OLAS 24X24CM GLASS BLOCK,PZA,29.58,$,BLOCK DE VIDRIO
3114,BLOQUE VIDRIO ROMBOS 19X19 P.E,PZA,10.93,$,BLOCK DE VIDRIO
3115,BLOCK VIDRIO MARINO 19X19 CM HEBEI JIHENGYUAN,PZA,9.24,$,BLOCK DE VIDRIO
3116,BLOQUE DE VIDRIO 19X19X8CM INCA P.E,PZA,10.93,$,BLOCK DE VIDRIO
3117,BLOCK VIDRIO OLAS CELESTE 19X19CM HEBEI JIHENGYUAN,PZA,9.24,$,BLOCK DE VIDRIO
3118,BLOCK VIDRIO 19X19X8 CM COLOR ESPECIAL,PZA,10.08,$,BLOCK DE VIDRIO
3120,BARRAS DE ACERO 4.7 MM ACEROS AREQUIPA,VAR,4.24,$,BARRA CORRUGADA
3121,BARRAS DE ACERO 6 MM ACEROS AREQUIPA,VAR,7.81,$,BARRA CORRUGADA
3122,BARRAS DE ACERO 8 MM ACEROS AREQUIPA,VAR,13.98,$,BARRA CORRUGADA
3123,"BARRAS DE ACERO 3/8"" ACEROS AREQUIPA",VAR,19.36,$,BARRA CORRUGADA
3124,BARRAS DE ACERO 12 MM ACEROS AREQUIPA,VAR,30.97,$,BARRA CORRUGADA
3125,"BARRAS DE ACERO 1/2"" ACEROS AREQUIPA",VAR,33.48,$,BARRA CORRUGADA
3126,"BARRAS DE ACERO 5/8"" ACEROS AREQUIPA",VAR,53.69,$,BARRA CORRUGADA
3127,"BARRAS DE ACERO 3/4"" ACEROS AREQUIPA",VAR,76.14,$,BARRA CORRUGADA
3129,ALAMBRE RECOCIDO N° 16 100 KG PRODAC,RLL,318.64,$,ALAMBRES
3130,ALAMBRE TW 12 AWG,M,1.26,$,ALAMBRES
3131,ALAMBRE TW 14 AWG,M,0.99,$,ALAMBRES
3132,ALAMBRE RECOCIDO N° 16 25 KG PRODAC,RLL,97.37,$,ALAMBRES
3133,ALAMBRE RECOCIDO N° 16 10 KG PRODAC,RLL,55.08,$,ALAMBRES
3134,ALAMBRE RECOCIDO N° 16 1 KG PRODAC,RLL,6.69,$,ALAMBRES
3135,ALAMBRE RECOCIDO N° 8 100 KG PRODAC,RLL,318.64,$,ALAMBRES
3136,ALAMBRE RECOCIDO N° 8 25 KG PRODAC,RLL,97.37,$,ALAMBRES
3137,ALAMBRE RECOCIDO N° 8 10 KG PRODAC,RLL,55.08,$,ALAMBRES
3138,ALAMBRE GALVANIZADO Nº 16 1 KG PRODAC,RLL,11.44,$,ALAMBRES
3139,ALAMBRE GALVANIZADO N° 16 1 KG P.E,RLL,11.44,$,ALAMBRES
3140,ALAMBRE GALVANIZADO Nº 14 1 KG PRODAC,RLL,10.93,$,ALAMBRES
3141,ALAMBRE DE PÚAS ANDN 200 M P.E,RLL,69.41,$,ALAMBRES
3142,ALAMBRE DE PÚAS MOTTO 200 M PRODAC,RLL,101.61,$,ALAMBRES
3143,ALAMBRE DE PÚAS SINCHI 200 M PRODAC,RLL,79.58,$,ALAMBRES
3144,ALAMBRE AGRICOLA Nº 8 50 KG PRODAC,RLL,542.29,$,ALAMBRES
3146,ESTRIBOS 6 MM 18 X 15 CM ACEROS AREQUIPA,UND,18.22,$,ESTRIBOS
3147,ESTRIBOS 6 MM 18 X 18 CM ACEROS AREQUIPA,UND,21.1,$,ESTRIBOS
3148,ESTRIBOS 6 MM 8.5 X 31 CM ACEROS AREQUIPA,UND,3.31,$,ESTRIBOS
3149,ESTRIBOS 6 MM 8.5 X 36 CM ACEROS AREQUIPA,UND,21.95,$,ESTRIBOS
3150,ESTRIBOS 6 MM 18 X 12.5 CM ACEROS AREQUIPA,UND,21.74,$,ESTRIBOS
3151,ESTRIBOS 6MM 8.5X26 CM ACEROS AREQUIPA,UND,30.51,$,ESTRIBOS
3152,ESTRIBOS 6 MM 18 X 20 CM ACEROS AREQUIPA,UND,24.49,$,ESTRIBOS
3153,ESTRIBOS 6 MM 8.5 X 21 CM ACEROS AREQUIPA,UND,25.85,$,ESTRIBOS
3154,"ESTRIBOS 3/8"" 17 X 32CM ACEROS AREQUIPA",UND,32.12,$,ESTRIBOS
3155,"ESTRIBOS 3/8"" 17 X 17 CM ACEROS AREQUIPA",UND,25.34,$,ESTRIBOS
3160,"TABLERO DE MELAMINA NATURE ASERRADO NORDICO 18 MM 
2.15X2.44M VESTO",UND,237.2,$,AGLOMERADOS MELAMICOS
3161,TABLERO DE MELAMINA BLANCO 18 MM 2.15 X 2.44 M VESTO,UND,148.31,$,AGLOMERADOS MELAMICOS
3162,TABLERO DE MELAMINA CEREZO 18 MM 2.15 X 2.44 M VESTO,UND,203.31,$,AGLOMERADOS MELAMICOS
3163,TABLERO DE MELAMINA WENGUE 18 MM 2.15 X 2.44 M VESTO,UND,203.31,$,AGLOMERADOS MELAMICOS
3164,TABLERO DE MELAMINA TWIST 18 MM 2.15 X 2.44 M VESTO,UND,161.02,$,AGLOMERADOS MELAMICOS
3165,TABLERO DE MELAMINA TEKA ARTICO 18 MM 2.15 X 2.44 VESTO,UND,220.25,$,AGLOMERADOS MELAMICOS
3166,TABLERO DE MELAMINA ROJO CORAL 18MM 1.83X2.44M MADERBA,UND,110.08,$,AGLOMERADOS MELAMICOS
3167,TABLERO DE MELAMINA GRIS METALICO 18MM 1.83X2.44M MADERBA,UND,207.54,$,AGLOMERADOS MELAMICOS
3168,TABLERO DE MELAMINA CEDRO 18MM 1.83X2.44M MADERBA,UND,203.31,$,AGLOMERADOS MELAMICOS
3170,TABLERO DE MDF 3MM 35X40CM P.E,UND,5.0,$,TABLEROS MDF
3171,TABLERO DE MDF 5.5MM 30X30CM P.E,UND,6.69,$,TABLEROS MDF
3172,TABLERO DE MDF 5.5MM 35X40CM P.E,UND,5.85,$,TABLEROS MDF
3173,TABLERO DE MDF 12MM 35X40CM P.E,UND,5.85,$,TABLEROS MDF
3174,TABLERO DE MDF 15MM 20X20CM P.E,UND,6.69,$,TABLEROS MDF
3175,TABLERO DE MDF 15MM 25X25CM P.E,UND,8.39,$,TABLEROS MDF
3176,TABLERO DE MDF 15MM 40X40CM P.E,UND,5.85,$,TABLEROS MDF
3177,TABLERO DE MDF LIVIANO 3MM 2.14X2.44M TRUPAN,UND,26.19,$,TABLEROS MDF
3178,TABLERO DE MDF LIVIANO 9MM 2.14X2.44M TRUPAN,UND,93.14,$,TABLEROS MDF
3179,TABLERO DE MDF LIVIANO 12MM 2.14X2.44M TRUPAN,UND,118.56,$,TABLEROS MDF
3180,TABLERO DE MDF LIVIANO 15MM 2.14X2.44M TRUPAN,UND,128.73,$,TABLEROS MDF
3181,TABLERO DE MDF LIVIANO 18MM 2.14X2.44M TRUPAN,UND,186.36,$,TABLEROS MDF
3182,TABLERO DE MDF RANURADO BLANCO 18MM 1.52X2.44M TRUPAN,UND,149.07,$,TABLEROS MDF
3183,TABLERO DE MDF RANURADO HAYA 18MM 1.52X2.44M TRUPAN,UND,197.37,$,TABLEROS MDF
3189,TABLERO TRIPLAY FENOLICO B/C 9MM AB/C 1.22X2.44M P.E,UND,81.27,$,TRIPLAY
3190,TABLERO TRIPLAY FENOLICO 9MM CC 1.22X2.44M P.E,UND,64.32,$,TRIPLAY
3191,TABLERO TRIPLAY FENOLICO B/C 12MM AB/C 1.22X2.44M P.E,UND,102.46,$,TRIPLAY
3192,TABLERO TRIPLAY FENOLICO 12MM CC 1.22X2.44M P.E,UND,81.27,$,TRIPLAY
3193,TABLERO TRIPLAY FENOLICO B/C 15MM AB/C 1.22X2.44M P.E,UND,110.08,$,TRIPLAY
3194,TABLERO TRIPLAY FENOLICO 15MM CC 1.22X2.44M P.E,UND,93.14,$,TRIPLAY
3195,TABLERO TRIPLAY FENOLICO B/C 18MM AB/C 1.22X2.44M P.E,UND,143.98,$,TRIPLAY
3196,TABLERO TRIPLAY FENOLICO 18MM CC 1.22X2.44M P.E,UND,118.56,$,TRIPLAY
3197,TRIPLAY FENOLICO FILM 18MM 1.22X2.44 P.E,UND,123.64,$,TRIPLAY
3201,CANTO DELGADO BLANCO 22X0.45MM REHAU,M,0.51,$,BORDES Y RECUBRIMIENTOS
3202,CANTO DELGADO CEREZO 22X0.45MM REHAU,M,0.68,$,BORDES Y RECUBRIMIENTOS
3203,CANTO DELGADO PERAL 22X0.45MM REHAU,M,0.08,$,BORDES Y RECUBRIMIENTOS
3204,CANTO DELGADO CAOBA 22X0.45MM REHAU,M,0.08,$,BORDES Y RECUBRIMIENTOS
3205,CANTO DELGADO NARANJA 22X0.45MM REHAU,M,0.08,$,BORDES Y RECUBRIMIENTOS
3206,CANTO DELGADO GRIS 22X0.45MM REHAU,M,0.51,$,BORDES Y RECUBRIMIENTOS
3207,CANTO DELGADO TEKA ITALIA 22X0.45MM REHAU,M,0.8,$,BORDES Y RECUBRIMIENTOS
3208,CANTO GRUESO GRIS 22X3MM REHAU,M,2.54,$,BORDES Y RECUBRIMIENTOS
3209,CANTO GRUESO CEDRO 22X3MM REHAU,M,2.88,$,BORDES Y RECUBRIMIENTOS
3210,CANTO ALTO BRILLO BLANCO 1.3X23MM REHAU,M,0.17,$,BORDES Y RECUBRIMIENTOS
3220,ACERO LISO GDO 60 PRECIO PROM. P/KG,KG,3.41,$,VARIOS
3221,AGUARRAS,GAL,34.37,$,VARIOS
3222,BARNIZ MARINO,GAL,85.51,$,VARIOS
3223,CAL HIDRATADA EN BOLSA 30 KG,BLS,38.14,$,VARIOS
3224,CEMENTO BLANCO A GRANEL,KG,4.49,$,VARIOS
3225,CERA LIQUIDA,GAL,54.24,$,VARIOS
3226,CLAVO C/CABEZA P/CONSTRUCCION D. PROMEDIO,KG,4.49,$,VARIOS
3227,CRUCETA C/TOMAD 2MM (100 UND),BLS,7.63,$,VARIOS
3228,FRAGUA BLANCA,KG,5.59,$,VARIOS
3229,FRAGUA COLOR,KG,7.2,$,VARIOS
3230,"INODORO ONE PIECE ADVANCE C/ACCES DE TANQUE C/ASIENTO 
COLOR ESPECIAL (BONE)",PZA,488.05,$,VARIOS
3231,JABONERA ADHESIVA S/ASA DE LOSA BLANCA INC. SILICONA,PZA,25.34,$,VARIOS
3232,LIJA P/MADERA,HJA,2.03,$,VARIOS
3233,LIJA P/METAL,HJA,2.63,$,VARIOS
3234,"LLAVE P/JARDIN ESFERICA CROMADA 1/2"" 150LB",PZA,21.95,$,VARIOS
3235,PAR TOALLERO ADHESIVO C/BARRA DE LOSA BLANCA INC. SILICONA,PZA,71.1,$,VARIOS
3236,PEGAMENTO ASFALTICO P/VINILICO,GAL,59.24,$,VARIOS
3237,TAZA SIFON JET C/ASIENTO Y ACCESORIOS COLOR ESPECIAL (BONE),PZA,172.97,$,VARIOS
3238,TAZA SIFON JET C/ASIENTO Y ACCESORIOS COLOR PREMIUM (AZUL),PZA,111.36,$,VARIOS
3239,"TOALLERO BARRA CROMADO DE SOBREPONER INC. ACCESORIOS 
INSTALACION",PZA,76.19,$,VARIOS
3240,URINARIO BAMBI BLANCO C/TRAMPA INTEGRADA,PZA,152.46,$,VARIOS
3241,URINARIO CADET BLANCO C/TRAMPA INTEGRADA,PZA,211.69,$,VARIOS
3242,CINTA TEFLON,PZA,1.86,$,VARIOS
3244,"CODO CPVC AGUA CALIENTE S.P/ 1/2"" X 90°",PZA,1.44,$,CODO Y CURVA
3245,"CODO PVC AGUA DOBLE CAMPANA S.P. 1 1/2"" X 90°",PZA,16.1,$,CODO Y CURVA
3246,"CODO PVC AGUA DOBLE CAMPANA S.P. 1"" X 90°",PZA,4.58,$,CODO Y CURVA
3247,"CODO PVC DESAGUE SAL 2"" X 45°",PZA,1.95,$,CODO Y CURVA
3248,"CODO PVC DESAGUE SAL 2"" X 90°",PZA,2.03,$,CODO Y CURVA
3249,"CODO PVC DESAGUE SAL 4"" X 90°",PZA,7.88,$,CODO Y CURVA
3250,"CURVA PVC ELECTRICA SEL 1"" X 45°",PZA,1.53,$,CODO Y CURVA
3262,"TEE PVC AGUA S.P. 1 1/4""",PZA,16.95,$,ACCESORIOS
3263,"TEE PVC AGUA S.P. 1""",PZA,6.95,$,ACCESORIOS
3264,"TEE PVC AGUA S.P. 1/2""",PZA,2.46,$,ACCESORIOS
3265,"TEE PVC AGUA S.P. 3/4""",PZA,3.9,$,ACCESORIOS
3266,"TUBO PVC DESAGUE SAL 2"" X 3 M",PZA,11.78,$,ACCESORIOS
3267,"TUBO PVC DESAGUE SAL 3"" X 3 M",PZA,29.63,$,ACCESORIOS
3268,"TUBO PVC DESAGUE SAL 4"" X 3 M",PZA,30.42,$,ACCESORIOS
3269,"UNION CPVC AGUA CALIENTE 1/2""",PZA,1.19,$,ACCESORIOS
3270,"UNION UNIVERSAL PVC AGUA ROSCADO 1 1/2""",PZA,13.98,$,ACCESORIOS
3271,"UNION UNIVERSAL PVC AGUA S.P. 1""",PZA,6.69,$,ACCESORIOS
3272,"UNION UNIVERSAL PVC AGUA S.P. 1/2""",PZA,4.83,$,ACCESORIOS
3273,"VALVULA CHECK HORIZONTAL BRONCE 1 1/2""",PZA,129.58,$,ACCESORIOS
3274,"VALVULA CHECK HORIZONTAL BRONCE 1 1/4""",PZA,127.88,$,ACCESORIOS
3275,"VALVULA CHECK HORIZONTAL BRONCE 2""",PZA,303.31,$,ACCESORIOS
3276,"YEE PVC DESAGUE SAL  2""",PZA,4.49,$,ACCESORIOS
3277,"YEE PVC DESAGUE SAL  3""",PZA,8.81,$,ACCESORIOS
3278,"YEE PVC DESAGUE SAL  4""",PZA,15.85,$,ACCESORIOS
3289,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 245 KG/CM2 H57 
SLUMP 4""",M3,245.0,$,No incluye IGV
3290,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 280 KG/CM2 H57 
SLUMP 4""",M3,256.0,$,No incluye IGV
3291,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 315 KG/CM2 H57 
SLUMP 4""",M3,272.0,$,No incluye IGV
3292,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 350 KG/CM2 H57 
SLUMP 4""",M3,288.0,$,No incluye IGV
3293,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 420 KG/CM2 H57 
SLUMP 8""",M3,314.0,$,No incluye IGV
3295,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 50 KG/CM2 H57 
SLUMP 4""",M3,211.0,$,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO V
3296,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 80 KG/CM2 H57 
SLUMP 4""",M3,215.0,$,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO V
3297,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 100 KG/CM2 H57 
SLUMP 4""",M3,224.0,$,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO V
3298,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 140 KG/CM2 H57 
SLUMP 4""",M3,230.0,$,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO V
3299,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 175 KG/CM2 H57 
SLUMP 4""",M3,246.0,$,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO V
3300,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 210 KG/CM2 H57 
SLUMP 4""",M3,252.0,$,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO V
3301,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 245 KG/CM2 H57 
SLUMP 4""",M3,265.0,$,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO V
3302,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 280 KG/CM2 H57 
SLUMP 4""",M3,278.0,$,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO V
3303,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 315 KG/CM2 H57 
SLUMP 4""",M3,297.0,$,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO V
3304,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 420 KG/CM2 H57 
SLUMP  8""",M3,343.0,$,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO V
3305,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 350 KG/CM2 H57 
SLUMP 4""",M3,315.0,$,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO V
3307,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 80 KG/CM2 H67 
SLUMP 4""",M3,207.0,$,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO I
3308,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 100 KG/CM2 H67 
SLUMP 4""",M3,214.0,$,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO I
3309,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 140 KG/CM2 H67 
SLUMP 4""",M3,219.0,$,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO I
3310,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 175 KG/CM2 H67 
SLUMP 4""",M3,232.0,$,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO I
3311,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 210 KG/CM2 H67 
SLUMP 4""",M3,237.0,$,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO I
3312,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 245 KG/CM2 H67 
SLUMP 4""",M3,248.0,$,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO I
3313,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 280 KG/CM2 H67 
SLUMP 4""",M3,259.0,$,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO I
3314,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 315 KG/CM2 H67 
SLUMP 4""",M3,275.0,$,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO I
3315,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 420 KG/CM2 H67 
SLUMP 8""",M3,315.0,$,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO I
3316,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 420 KG/CM2 H67 
SLUMP >8""",M3,321.0,$,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO I
3317,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 350 KG/CM2 H67 
SLUMP 4""",M3,291.0,$,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO I
3319,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 80 KG/CM2 H67 
SLUMP 4""",M3,218.0,$,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO V
3320,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 100 KG/CM2 H67 
SLUMP 4""",M3,227.0,$,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO V
3321,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 140 KG/CM2 H67 
SLUMP 4""",M3,233.0,$,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO V
3322,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 175 KG/CM2 H67 
SLUMP 4""",M3,249.0,$,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO V
3323,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 210 KG/CM2 H67 
SLUMP 4""",M3,255.0,$,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO V
3324,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 245 KG/CM2 H67 
SLUMP 4""",M3,268.0,$,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO V
3325,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 280 KG/CM2 H67 
SLUMP 4""",M3,281.0,$,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO V
3326,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 315 KG/CM2 H67 
SLUMP 4""",M3,300.0,$,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO V
3327,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 420 KG/CM2 H57 
SLUMP  8""",M3,346.0,$,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO V
3328,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 420 KG/CM2 H67 
SLUMP > 8""",M3,352.0,$,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO V
3329,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 350 KG/CM2 H67 
SLUMP 4""",M3,318.0,$,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO V
3335,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 50 KG/CM2 H57 
SLUMP 4""",M3,200.0,$,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO I
3336,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 80 KG/CM2 H57 
SLUMP 4""",M3,204.0,$,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO I
3337,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 100 KG/CM2 H57 
SLUMP 4""",M3,211.0,$,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO I
3338,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 140 KG/CM2 H57 
SLUMP 4""",M3,216.0,$,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO I
3339,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 175 KG/CM2 H57 
SLUMP 4""",M3,229.0,$,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO I
